wave,line
15270.341,8.26E-01
15274.46,2.56E-02
15274.805,2.56E-02
15279.643,9.64E-02
15280.42,9.64E-02
15282.7,1.33E+00
15285.229,1.33E+00
15287.747,1.30E+03
15287.831,1.30E+03
15292.583,2.35E-03
15295.289,2.35E-03
15306.497,3.56E-03
15311.049,3.56E-03
15332.1,3.65E+03
15332.705,3.65E+03
15333.004,2.71E-03
15333.481,2.71E-03
15337.839,9.18E-03
15338.807,9.18E-03
15372.754,2.75E-03
15373.217,2.75E-03
15374.758,1.84E-03
15375.367,1.84E-03
15376.192,3.43E-02
15376.688,1.75E-04
15376.737,3.43E-02
15377.05,1.75E-04
15377.927,1.20E-04
15378.498,1.20E-04
15379.202,2.24E-02
15379.83,2.24E-02
15386.914,3.39E-01
15387.521,3.39E-01
15388.084,8.95E-06
15388.334,8.95E-06
15388.733,6.22E-06
15389.253,6.22E-06
15391.265,2.14E-01
15391.89,2.14E-01
15395.258,9.73E+02
15395.411,9.73E+02
15398.44,2.28E-04
15399.07,2.28E-04
15402.95,7.02E-04
15404.127,7.02E-04
15404.829,2.64E+00
15405.474,2.64E+00
15407.045,3.67E-07
15407.177,3.67E-07
15407.23,2.59E-07
15407.69,2.59E-07
15410.998,1.61E+00
15411.503,9.60E-02
15411.596,1.61E+00
15413.386,9.60E-02
15423.676,1.49E-01
15426.582,1.49E-01
15429.836,1.61E+01
15430.49,1.61E+01
15431.701,2.34E+03
15432.612,2.34E+03
15433.498,8.64E-09
15433.68,1.21E-08
15433.699,1.21E-08
15433.897,8.64E-09
15438.511,9.38E+00
15439.052,9.38E+00
15461.807,7.67E+01
15462.443,7.67E+01
15467.635,2.34E-10
15467.985,2.34E-10
15470.904,1.51E-05
15471.703,1.51E-05
15473.985,4.20E+01
15474.439,4.20E+01
15475.113,4.32E-05
15476.519,4.32E-05
15490.187,2.68E-04
15493.407,2.68E-04
15500.571,2.81E+02
15501.157,2.81E+02
15503.24,3.97E-04
15508.475,3.97E-04
15509.559,5.06E+02
15509.979,5.06E+02
15517.706,1.43E+02
15518.039,1.43E+02
15539.711,1.08E+03
15540.945,1.08E+03
15545.89,7.76E+02
15546.393,7.76E+02
15550.548,8.01E-07
15551.532,8.01E-07
15554.483,2.14E-06
15556.135,2.14E-06
15562.279,8.59E-03
15564.5,8.59E-03
15570.07,3.60E+02
15570.249,3.60E+02
15573.037,1.30E-02
15576.342,1.30E-02
15597.439,1.55E+03
15597.823,1.55E+03
15630.972,1.92E+02
15631.56,6.40E+02
15631.563,6.40E+02
15631.677,1.92E+02
15637.545,3.40E-08
15638.729,3.40E-08
15641.234,8.57E-08
15643.143,8.57E-08
15654.833,1.93E+03
15655.074,1.93E+03
15656.178,3.74E+02
15657.749,3.74E+02
15702.447,7.00E+02
15702.631,7.00E+02
15703.027,2.59E-05
15706.824,2.59E-05
15715.348,3.78E-05
15721.341,3.78E-05
15721.418,5.97E-04
15723.996,5.97E-04
15731.017,8.81E-04
15732.088,1.15E-09
15733.479,1.15E-09
15734.74,8.81E-04
15735.556,2.77E-09
15737.729,2.77E-09
15759.826,5.45E+01
15760.83,5.45E+01
15781.163,9.85E+01
15783.09,9.85E+01
15830.316,5.57E+02
15830.354,5.57E+02
15833.263,5.14E+03
15833.282,5.14E+03
15834.39,3.16E-11
15835.988,3.16E-11
15837.662,7.28E-11
15840.095,7.28E-11
15842.477,1.67E+02
15842.53,1.67E+02
15848.027,1.83E+03
15848.095,1.83E+03
15862.467,6.39E+01
15862.511,6.39E+01
15869.235,5.94E+02
15869.379,5.94E+02
15889.24,3.23E-05
15890.031,2.20E+01
15890.036,2.20E+01
15892.197,3.23E-05
15896.477,1.17E+01
15897.165,1.66E+02
15897.411,1.66E+02
15897.794,1.17E+01
15897.877,4.68E-05
15902.043,4.68E-05
15914.772,2.00E+01
15917.072,2.00E+01
15924.941,6.27E+00
15925,6.27E+00
15932.025,3.88E+01
15932.216,2.15E-06
15932.396,3.88E+01
15936.656,2.15E-06
15943.911,3.09E-06
15944.686,7.05E-13
15946.481,7.05E-13
15950.745,3.09E-06
15967.159,1.44E+00
15967.305,1.44E+00
15972.455,1.14E+03
15972.738,1.14E+03
15973.978,7.47E+00
15974.496,7.47E+00
16016.703,2.65E-01
16016.955,2.65E-01
16023.161,1.18E+00
16023.849,1.18E+00
16030.661,3.81E+03
16031.002,3.81E+03
16041.272,1.94E+00
16042.92,1.94E+00
16057.155,3.15E+00
16059.85,3.15E+00
16066.085,1.37E-06
16069.442,1.37E-06
16073.641,3.88E-02
16073.914,1.96E-06
16074.019,3.88E-02
16078.548,1.96E-06
16079.701,1.43E+03
16079.71,1.51E-01
16079.805,1.43E+03
16080.588,1.51E-01
16128.294,4.03E+03
16128.923,4.03E+03
16138.078,4.52E-03
16138.604,4.52E-03
16143.764,1.58E-02
16144.854,1.58E-02
16179.01,1.54E-07
16184.176,1.54E-07
16194.544,1.10E+03
16194.561,2.47E-01
16194.687,1.10E+03
16196.559,2.47E-01
16208.505,3.88E-01
16210.154,4.21E-04
16210.846,4.21E-04
16211.619,3.88E-01
16215.477,1.34E-03
16216.8,1.34E-03
16220.815,4.77E-03
16221.052,5.33E-02
16221.19,4.77E-03
16221.522,5.33E-02
16222.822,3.17E-03
16223.41,3.17E-03
16224.185,3.46E-02
16224.804,3.46E-02
16228.825,3.42E-04
16229.085,3.42E-04
16229.41,4.77E-01
16229.955,4.77E-01
16229.973,2.33E-04
16230.508,2.33E-04
16234.043,3.00E-01
16234.669,3.00E-01
16234.899,2.68E+03
16235.854,2.68E+03
16245.213,1.99E-05
16245.341,1.99E-05
16245.694,1.38E-05
16245.772,3.41E+00
16246.157,1.38E-05
16246.367,3.41E+00
16252.31,4.58E-08
16252.431,2.06E+00
16253.038,2.06E+00
16256.09,4.58E-08
16259.452,6.46E-08
16264.579,6.46E-08
16270.01,1.92E+01
16270.084,6.56E-07
16270.107,9.35E-07
16270.127,9.35E-07
16270.458,6.56E-07
16270.627,1.92E+01
16279.449,1.11E+01
16280.005,1.11E+01
16290.032,3.14E-05
16290.907,3.14E-05
16295.018,9.22E-05
16296.594,9.22E-05
16301.973,8.53E+01
16302.584,8.53E+01
16303.272,2.54E-08
16303.544,2.54E-08
16303.556,3.58E-08
16303.732,3.58E-08
16315.279,4.63E+01
16315.752,4.63E+01
16316.949,5.98E+02
16317.374,5.98E+02
16341.47,2.94E+02
16342.041,2.94E+02
16345.421,8.04E-10
16345.58,8.04E-10
16350.65,1.29E+03
16351.954,1.29E+03
16356.689,2.46E-02
16359.061,2.46E-02
16360.209,1.48E+02
16360.562,1.48E+02
16369.06,3.74E-02
16372.618,3.74E-02
16377.9,1.89E-06
16378.975,1.89E-06
16382.578,5.17E-06
16384.422,5.17E-06
16388.244,7.73E+02
16388.74,7.73E+02
16414.641,3.55E+02
16414.834,3.55E+02
16441.965,1.48E+03
16442.346,1.48E+03
16447.252,2.39E+02
16447.98,2.39E+02
16448.293,1.21E-09
16452.521,1.21E-09
16454.85,1.70E-09
16460.496,1.70E-09
16473.971,9.15E-08
16475.254,9.15E-08
16475.648,4.70E+02
16477.318,4.70E+02
16478.369,2.36E-07
16479.059,6.08E+02
16479.064,6.08E+02
16480.492,2.36E-07
16502.244,1.80E+03
16502.486,1.80E+03
16528.018,1.91E-03
16530.783,1.91E-03
16539.092,2.84E-03
16543.121,2.84E-03
16553.723,6.47E+02
16553.906,6.47E+02
16578.479,3.59E-09
16579.979,3.59E-09
16582.629,8.83E-09
16585.033,8.83E-09
16585.797,7.24E+01
16586.848,7.24E+01
16609.994,1.33E+02
16612.053,1.33E+02
16654.445,2.56E-11
16659.148,2.56E-11
16689.178,5.06E+02
16689.225,5.06E+02
16691.691,1.15E-10
16692.369,4.70E+03
16692.391,4.70E+03
16693.398,1.15E-10
16695.619,2.70E-10
16698.295,2.70E-10
16702.604,1.53E+02
16702.674,1.53E+02
16708.813,1.71E+03
16708.891,1.71E+03
16708.92,1.17E-04
16712.098,1.17E-04
16718.914,1.70E-04
16723.436,1.70E-04
16724.707,6.01E+01
16724.771,6.01E+01
16732.396,5.76E+02
16732.563,5.76E+02
16732.965,1.68E+01
16734.354,1.68E+01
16753.832,2.89E+01
16755.234,2.15E+01
16755.256,2.15E+01
16756.299,2.89E+01
16763.43,1.68E+02
16763.715,1.68E+02
16793.959,6.43E+00
16794.01,6.43E+00
16802.152,4.13E+01
16802.584,4.13E+01
16813.895,3.01E-12
16815.795,3.01E-12
16840.326,1.04E+03
16840.637,1.04E+03
16840.816,1.57E+00
16840.965,1.57E+00
16848.758,8.47E+00
16849.357,8.47E+00
16889.145,3.01E+00
16890.891,3.01E+00
16895.85,3.10E-01
16896.121,3.10E-01
16899.787,5.67E-06
16903.396,5.67E-06
16903.418,1.43E+00
16903.502,3.48E+03
16903.857,3.48E+03
16904.211,1.43E+00
16907.35,4.94E+00
16908.877,8.12E-06
16910.25,4.94E+00
16913.912,8.12E-06
16955.012,1.33E+03
16955.145,1.33E+03
16959.148,4.93E-02
16959.563,4.93E-02
16966.301,2.00E-01
16967.307,2.00E-01
17008.426,3.77E+03
17009.088,3.77E+03
17030.85,6.31E-03
17031.428,6.31E-03
17037.586,2.28E-02
17038.824,2.28E-02
17054.732,4.22E-01
17056.857,4.22E-01
17070.789,6.68E-01
17074.146,6.68E-01
17078.309,1.05E+03
17078.43,1.05E+03
17101.043,2.19E-07
17105.098,2.19E-07
17109.369,3.10E-07
17111.123,6.51E-04
17111.889,6.51E-04
17114.928,3.10E-07
17117.465,2.14E-03
17118.959,2.14E-03
17123.152,2.59E+03
17124.166,2.59E+03
17170.145,7.31E-02
17170.482,7.31E-02
17173.426,4.71E-02
17174.057,4.71E-02
17174.594,7.26E-03
17174.783,7.26E-03
17174.898,5.94E-01
17175.355,5.94E-01
17176.611,4.81E-03
17177.195,4.81E-03
17179.863,3.70E-01
17180.51,3.70E-01
17188.424,5.86E-04
17188.43,5.86E-04
17188.695,3.87E+00
17189.234,3.87E+00
17189.473,3.97E-04
17189.982,3.97E-04
17195.928,2.32E+00
17196.559,2.32E+00
17200.182,5.45E-05
17201.154,5.45E-05
17206.154,1.65E-04
17207.928,1.65E-04
17210.109,5.97E+02
17210.529,5.97E+02
17211.371,2.02E+01
17211.611,3.85E-05
17211.82,3.85E-05
17211.957,2.02E+01
17212.119,2.65E-05
17212.529,2.65E-05
17221.701,1.16E+01
17222.281,1.16E+01
17230.131,4.66E-02
17232.656,4.66E-02
17242.74,8.38E+01
17243.338,8.38E+01
17244.432,7.14E-02
17244.547,2.07E-06
17244.709,1.45E-06
17244.99,1.45E-06
17245,2.07E-06
17247.926,1.30E+03
17248.275,7.14E-02
17249.32,1.30E+03
17257.359,4.51E+01
17257.854,4.51E+01
17282.584,2.73E+02
17283.152,2.73E+02
17287.443,6.46E-08
17287.48,9.11E-08
17287.576,6.46E-08
17288.207,9.11E-08
17298.264,3.70E-06
17299.465,3.70E-06
17303.188,1.36E+02
17303.553,1.36E+02
17303.9,1.05E-05
17305.973,1.05E-05
17313.143,6.75E-09
17317.645,6.75E-09
17320.82,9.46E-09
17326.904,9.46E-09
17330.621,6.83E+02
17331.117,6.83E+02
17340.535,2.37E-09
17340.574,2.37E-09
17350.779,2.52E+02
17351.525,2.52E+02
17359.586,3.11E+02
17359.787,3.11E+02
17382.906,5.00E+02
17384.705,5.00E+02
17386.504,1.26E+03
17386.887,1.26E+03
17405.643,2.06E-07
17407.092,2.06E-07
17410.977,5.45E-07
17413.369,5.45E-07
17415.758,4.07E-03
17418.705,4.07E-03
17427.043,5.13E+02
17427.047,5.13E+02
17428.611,6.08E-03
17432.965,6.08E-03
17449.846,1.48E+03
17450.088,1.48E+03
17500.682,8.10E+01
17501.775,8.10E+01
17505.801,5.32E+02
17505.994,5.32E+02
17522.625,9.31E-09
17524.348,9.31E-09
17527.686,2.35E-08
17528.254,1.49E+02
17530.422,2.35E-08
17530.475,1.49E+02
17536.572,1.68E-10
17541.514,1.68E-10
17612.055,2.82E-04
17615.443,2.82E-04
17623.699,4.13E-04
17628.59,4.13E-04
17649.559,3.48E-10
17649.828,4.10E+02
17649.879,4.10E+02
17651.572,3.48E-10
17653.211,3.82E+03
17653.234,3.82E+03
17654.375,8.36E-10
17657.477,8.36E-10
17660.234,2.02E+01
17661.695,2.02E+01
17664.84,1.25E+02
17664.922,1.25E+02
17671.77,1.43E+03
17671.854,1.43E+03
17684.16,3.51E+01
17686.826,3.51E+01
17689.598,5.03E+01
17689.674,5.03E+01
17698.352,4.97E+02
17698.533,4.97E+02
17723.844,1.86E+01
17723.877,1.86E+01
17733.299,1.51E+02
17733.611,1.51E+02
17767.359,5.86E+00
17767.402,5.86E+00
17776.891,3.92E+01
17777.369,3.92E+01
17786.824,1.07E-11
17789.154,1.07E-11
17811.307,8.42E+02
17811.643,8.42E+02
17819.49,1.57E-05
17820.064,1.52E+00
17820.215,1.52E+00
17823.338,1.57E-05
17829.367,8.55E+00
17829.881,3.95E+00
17830.041,8.55E+00
17830.121,2.25E-05
17831.729,3.95E+00
17835.564,2.25E-05
17850.875,6.54E+00
17854.008,6.54E+00
17880.117,2.84E+03
17880.48,2.84E+03
17882.037,3.23E-01
17882.318,3.23E-01
17890.943,1.55E+00
17891.84,1.55E+00
17934.666,1.10E+03
17934.822,1.10E+03
17953.391,5.57E-02
17953.83,5.57E-02
17961.832,2.35E-01
17962.982,2.35E-01
17993.619,3.15E+03
17994.305,3.15E+03
18010.078,6.08E-01
18012.336,6.08E-01
18028.693,9.69E-01
18032.322,9.69E-01
18034.307,7.83E-03
18034.93,7.83E-03
18038.57,6.98E-07
18042.266,2.95E-02
18042.885,6.98E-07
18043.703,2.95E-02
18048.346,9.92E-07
18054.348,9.92E-07
18067.883,9.02E+02
18067.986,9.02E+02
18117.965,2.24E+03
18119.023,2.24E+03
18125.01,8.99E-04
18125.844,8.99E-04
18132.496,3.07E-03
18134.252,3.07E-03
18201.305,7.45E-02
18204,7.45E-02
18210.805,5.32E+02
18211.223,5.32E+02
18217.973,1.15E-01
18222.125,1.15E-01
18225.775,8.42E-05
18226.846,8.42E-05
18232.811,2.64E-04
18234.92,2.64E-04
18253.479,1.17E+03
18253.697,6.57E-01
18254.02,6.57E-01
18254.455,8.88E-02
18254.617,8.88E-02
18254.949,1.17E+03
18257.779,5.70E-02
18258.393,5.70E-02
18258.934,4.08E-01
18259.578,4.08E-01
18263.354,3.95E+00
18263.799,3.95E+00
18265.816,9.78E-03
18265.855,9.78E-03
18267.734,6.45E-03
18268.281,6.45E-03
18269.844,2.52E-08
18271.158,2.35E+00
18271.803,2.35E+00
18274.621,2.52E-08
18278.893,3.54E-08
18283.209,1.91E+01
18283.73,1.91E+01
18285.451,3.54E-08
18287.861,8.81E-04
18288.143,8.81E-04
18288.91,5.94E-04
18289.357,5.94E-04
18294.506,1.08E+01
18295.107,1.08E+01
18313.029,7.42E+01
18313.586,7.42E+01
18321.023,6.52E-05
18321.49,4.48E-05
18321.584,6.52E-05
18321.807,4.48E-05
18329.131,3.96E+01
18329.648,3.96E+01
18336.918,6.48E-06
18338.258,6.48E-06
18343.527,1.89E-05
18346.033,1.89E-05
18352.553,2.28E+02
18353.096,2.28E+02
18363.832,2.37E+02
18364.596,2.37E+02
18365.611,3.97E-06
18365.713,2.78E-06
18365.871,2.78E-06
18366.492,3.97E-06
18375.309,1.13E+02
18375.697,1.13E+02
18400.404,4.76E+02
18401.465,5.45E+02
18401.949,5.45E+02
18402.314,4.76E+02
18404.064,7.29E-03
18407.225,7.29E-03
18419.121,1.10E-02
18421.855,1.42E-07
18421.887,1.42E-07
18421.977,2.00E-07
18423.217,2.00E-07
18423.834,1.10E-02
18433.438,2.47E+02
18433.654,2.47E+02
18458.805,4.11E-07
18459.395,9.70E+02
18459.773,9.70E+02
18460.445,4.11E-07
18465.014,1.12E-06
18467.955,1.12E-06
18490.131,5.98E-09
18490.375,5.98E-09
18503.998,3.92E+02
18504.012,3.92E+02
18513.906,7.37E-10
18519.129,7.37E-10
18525.947,1.11E+03
18526.188,1.11E+03
18527.355,8.12E+01
18528.49,8.12E+01
18558.971,1.51E+02
18561.348,1.51E+02
18587.232,3.97E+02
18587.426,3.97E+02
18591.846,2.15E-08
18593.822,2.15E-08
18597.682,5.57E-08
18601.104,5.57E-08
18618.891,5.73E-04
18622.551,5.73E-04
18632.605,8.44E-04
18637.916,8.44E-04
18701.848,2.18E+01
18703.377,2.18E+01
18729.445,3.83E+01
18732.32,3.83E+01
18736.512,9.38E-10
18738.859,9.38E-10
18741.086,3.01E+02
18741.148,3.01E+02
18741.994,2.31E-09
18744.527,2.83E+03
18744.553,2.83E+03
18745.947,2.31E-09
18758.145,9.33E+01
18758.244,9.33E+01
18765.836,1.08E+03
18765.928,1.08E+03
18786.326,3.83E+01
18786.422,3.83E+01
18796.309,3.90E+02
18796.514,3.90E+02
18825.373,1.47E+01
18825.426,1.47E+01
18836.342,1.24E+02
18836.699,1.24E+02
18846.365,3.64E-05
18850.563,3.64E-05
18858.949,5.27E-05
18864.898,5.27E-05
18875.094,4.85E+00
18875.125,4.85E+00
18886.271,3.39E+01
18886.82,3.39E+01
18887.822,4.64E+00
18889.773,4.64E+00
18893.328,3.41E-11
18896.086,3.41E-11
18912.152,7.76E+00
18914.65,6.24E+02
18915.016,6.24E+02
18915.559,7.76E+00
18935.385,1.34E+00
18935.535,1.34E+00
18946.395,7.86E+00
18947.176,7.86E+00
18989.895,2.11E+03
18990.268,2.11E+03
19006.375,3.05E-01
19006.674,3.05E-01
19016.994,1.54E+00
19018.039,1.54E+00
19048.342,8.32E+02
19048.527,8.32E+02
19085.828,7.86E-01
19087.117,1.88E-06
19088.227,5.73E-02
19088.229,7.86E-01
19088.707,5.73E-02
19091.891,1.88E-06
19098.354,2.52E-01
19098.742,2.68E-06
19099.701,2.52E-01
19105.379,2.68E-06
19107.477,1.26E+00
19111.457,1.26E+00
19113.729,2.40E+03
19114.441,2.40E+03
19181.186,8.84E-03
19181.877,8.84E-03
19190.781,3.47E-02
19192.471,3.47E-02
19193.496,7.04E+02
19193.578,7.04E+02
19249.748,1.77E+03
19250.865,1.77E+03
19285.553,1.13E-03
19286.486,1.13E-03
19294.617,3.99E-03
19296.445,1.07E-01
19296.691,3.99E-03
19299.33,1.07E-01
19315.875,1.67E-01
19320.477,1.67E-01
19341.83,7.91E-08
19347.229,7.91E-08
19349.914,4.34E+02
19350.324,4.34E+02
19352.639,1.12E-07
19360.014,1.12E-07
19398.393,9.69E+02
19399.959,9.69E+02
19401.697,1.18E-04
19402.904,1.18E-04
19410.244,3.85E-04
19412.748,3.85E-04
19510.416,6.42E-01
19510.525,6.42E-01
19513.41,3.55E+00
19513.697,3.55E+00
19515.791,3.95E-01
19516.451,3.95E-01
19518.051,2.04E+02
19518.828,2.04E+02
19519.619,9.47E-02
19519.742,9.47E-02
19520.297,1.18E-02
19521.752,2.10E+00
19522.439,2.10E+00
19522.889,6.04E-02
19523.469,6.04E-02
19523.703,1.18E-02
19528.408,1.60E+01
19528.822,1.60E+01
19530.045,1.03E-05
19531.564,1.03E-05
19537.871,1.78E-02
19538.1,3.11E-05
19540.758,9.03E+00
19541.082,3.11E-05
19541.311,1.15E-02
19541.424,9.03E+00
19541.719,1.15E-02
19543.145,1.78E-02
19543.166,7.53E-03
19543.621,7.53E-03
19555.104,5.84E+01
19555.59,5.84E+01
19560.004,4.14E+02
19562.061,4.14E+02
19572.924,3.10E+01
19573.514,3.10E+01
19575.971,1.15E-03
19576.717,1.15E-03
19576.848,7.70E-04
19577.129,7.70E-04
19593.17,1.70E+02
19593.67,1.70E+02
19611.264,2.73E-09
19617.342,2.73E-09
19618.494,8.38E+01
19618.953,8.38E+01
19624.016,9.43E-05
19624.248,6.47E-05
19624.307,6.47E-05
19625.156,9.43E-05
19642.236,3.89E+02
19642.697,3.89E+02
19671.09,7.48E-07
19672.957,7.48E-07
19677.859,1.75E+02
19678.137,1.75E+02
19678.676,2.11E-06
19682.188,2.11E-06
19685.564,4.48E-06
19685.775,4.48E-06
19685.93,6.43E-06
19687.521,6.43E-06
19698.348,7.46E+01
19699.527,7.46E+01
19701.898,6.68E+02
19702.268,6.68E+02
19734.92,1.41E+02
19737.5,1.41E+02
19751.486,2.69E+02
19751.543,2.69E+02
19758.057,1.05E-03
19761.4,2.57E-07
19761.934,2.57E-07
19762.033,1.05E-03
19762.268,3.63E-07
19764.367,3.63E-07
19771.744,7.44E+02
19771.98,7.44E+02
19774.061,1.55E-03
19780.072,1.55E-03
19825.389,4.54E-08
19827.643,4.54E-08
19832.527,1.21E-07
19836.633,1.21E-07
19839.643,2.67E+02
19839.814,2.67E+02
19852.42,1.21E-08
19853.322,1.21E-08
19891.355,2.16E+01
19892.967,2.16E+01
19923.512,3.84E+01
19926.654,3.84E+01
19993.576,2.31E-09
19996.264,2.31E-09
20000.291,5.86E-09
20004.971,2.00E+02
20005.049,5.86E-09
20005.059,2.00E+02
20008.148,1.89E+03
20008.178,1.89E+03
20010.463,7.62E-05
20015.061,7.62E-05
20024.758,6.28E+01
20024.902,6.28E+01
20025.125,1.11E-04
20031.943,1.11E-04
20033.158,7.39E+02
20033.264,7.39E+02
20057.506,2.64E+01
20057.664,2.64E+01
20068.877,2.76E+02
20069.113,2.76E+02
20097.691,5.01E+00
20099.766,5.01E+00
20102.977,1.05E+01
20103.096,1.05E+01
20115.766,9.18E+01
20116.184,9.18E+01
20126.219,8.46E+00
20129.967,8.46E+00
20161.023,3.63E+00
20161.053,3.63E+00
20174.24,2.65E+01
20174.889,2.65E+01
20176.369,9.90E-11
20179.535,9.90E-11
20193.02,4.19E+02
20193.434,4.19E+02
20231.529,1.06E+00
20231.635,1.06E+00
20244.691,6.54E+00
20245.613,6.54E+00
20275.646,1.42E+03
20276.033,1.42E+03
20278.326,4.55E-06
20283.607,4.55E-06
20291.826,6.52E-06
20299.533,6.52E-06
20314.654,2.61E-01
20314.938,2.61E-01
20318.027,9.35E-01
20320.6,9.35E-01
20327.49,1.38E+00
20328.736,1.38E+00
20339.371,5.71E+02
20339.623,5.71E+02
20343.553,1.52E+00
20347.959,1.52E+00
20410.674,5.33E-02
20411.176,5.33E-02
20412.305,1.66E+03
20413.055,1.66E+03
20423.037,2.45E-01
20424.652,2.45E-01
20499.357,5.01E+02
20499.371,5.01E+02
20519.928,9.05E-03
20520.693,9.05E-03
20531.76,3.71E-02
20533.795,3.71E-02
20553.09,1.42E-01
20556.199,1.42E-01
20562.545,2.24E-07
20562.953,1.27E+03
20564.143,1.27E+03
20568.582,2.24E-07
20575.025,3.17E-07
20576.113,2.22E-01
20581.236,2.22E-01
20583.719,3.17E-07
20642.854,1.28E-03
20643.93,1.28E-03
20654.143,4.74E-03
20656.654,4.74E-03
20672.668,3.23E+02
20673.021,3.23E+02
20728.17,7.30E+02
20729.859,7.30E+02
20779.975,1.42E-04
20781.41,1.42E-04
20790.736,5.12E-04
20793.783,5.12E-04
20803.672,1.75E-02
20807.363,1.75E-02
20824.588,2.67E-02
20830.494,2.67E-02
20859.871,1.60E+02
20860.621,1.60E+02
20864.117,9.15E-09
20870.996,9.15E-09
20908.451,3.30E+02
20910.686,3.30E+02
20931.908,1.50E-05
20933.758,1.50E-05
20942.168,4.69E-05
20945.818,4.69E-05
21005.459,2.71E+00
21005.486,2.71E+00
21012.189,1.15E+01
21012.408,1.15E+01
21013.107,5.24E-01
21013.332,5.24E-01
21014.445,1.60E+00
21015.213,1.60E+00
21018.832,3.23E-01
21019.537,3.23E-01
21025.848,6.45E+00
21026.615,6.45E+00
21033.09,3.96E+01
21033.438,3.96E+01
21035.725,8.33E-02
21036.258,8.33E-02
21039.123,5.30E-02
21039.709,5.30E-02
21053.072,2.09E+01
21053.775,2.09E+01
21061.498,6.29E+01
21062.689,6.29E+01
21067.729,1.10E+02
21068.141,1.10E+02
21070.635,1.77E-03
21073.83,1.09E-02
21074.732,1.09E-02
21074.965,1.77E-03
21075.572,7.15E-03
21075.982,7.15E-03
21089.76,2.64E-03
21096.316,5.41E+01
21096.527,2.64E-03
21096.889,5.41E+01
21099.367,1.25E-06
21101.688,1.25E-06
21104.275,1.20E+02
21107.104,1.20E+02
21109.16,3.65E-06
21113.484,3.65E-06
21115.652,2.42E+02
21116.061,2.42E+02
21127.977,1.17E-03
21128.563,7.90E-04
21128.744,7.90E-04
21129.305,1.17E-03
21155.926,1.09E+02
21156.307,1.09E+02
21176.387,4.03E+02
21176.727,4.03E+02
21198.496,7.16E-05
21198.598,7.16E-05
21198.791,1.04E-04
21200.602,1.04E-04
21232.354,1.63E+02
21232.494,1.63E+02
21249.48,4.39E+02
21249.705,4.39E+02
21278.219,1.97E+01
21279.893,1.97E+01
21283.17,8.78E-08
21285.869,5.30E-06
21286.029,8.78E-08
21286.307,5.30E-06
21286.988,7.56E-06
21289.342,7.56E-06
21292.531,2.41E-07
21297.613,2.41E-07
21316.18,3.54E+01
21319.652,3.54E+01
21325.914,1.58E+02
21326.033,1.58E+02
21354.938,1.48E-04
21359.967,1.48E-04
21372.52,2.17E-04
21380.238,2.17E-04
21391.623,3.18E-07
21392.447,3.18E-07
21393.391,4.45E-07
21396.342,4.45E-07
21484.258,5.24E-09
21487.73,5.24E-09
21493.223,1.37E-08
21499.154,1.37E-08
21504.98,1.18E+02
21505.109,1.18E+02
21507.291,1.12E+03
21507.326,1.12E+03
21510.805,4.99E+00
21513.006,4.99E+00
21516.65,1.52E-08
21517.912,1.52E-08
21528.553,3.75E+01
21528.773,3.75E+01
21537.459,4.49E+02
21537.586,4.49E+02
21544.777,8.52E+00
21548.949,8.52E+00
21567.65,1.61E+01
21567.908,1.61E+01
21580.498,1.74E+02
21580.787,1.74E+02
21622.066,6.62E+00
21622.295,6.62E+00
21636.973,6.04E+01
21637.486,6.04E+01
21657.635,1.03E-05
21663.438,1.03E-05
21673.873,1.48E-05
21682.646,1.48E-05
21691.699,2.41E+00
21691.834,2.41E+00
21703.711,2.66E-10
21707.426,1.84E+01
21707.875,2.66E-10
21708.227,1.84E+01
21710.932,2.51E+02
21711.408,2.51E+02
21760.121,1.03E+00
21762.9,1.03E+00
21776.592,7.52E-01
21776.611,7.52E-01
21790.783,1.69E+00
21792.385,4.85E+00
21793.531,4.85E+00
21795.719,1.69E+00
21802.111,8.56E+02
21802.514,8.56E+02
21873.348,3.51E+02
21873.689,3.51E+02
21876.799,1.99E-01
21877.027,1.99E-01
21892.383,1.10E+00
21893.936,1.10E+00
21955.24,1.03E+03
21956.035,1.03E+03
21979.91,5.93E-07
21986.57,5.93E-07
21992.83,4.42E-02
21993.324,4.42E-02
21994.961,8.42E-07
22004.91,8.42E-07
22007.996,2.13E-01
22010.01,2.13E-01
22027.121,1.75E-01
22030.539,1.75E-01
22052.32,3.20E+02
22052.412,3.20E+02
22055.023,2.76E-01
22060.797,2.76E-01
22124.875,8.20E+02
22125.205,8.26E-03
22126.018,8.26E-03
22126.16,8.20E+02
22139.852,3.54E-02
22142.387,3.54E-02
22247.682,2.17E+02
22247.936,2.17E+02
22274.561,1.30E-03
22275.75,1.30E-03
22288.656,5.03E-03
22291.779,5.03E-03
22311.799,4.96E+02
22312.867,2.43E-02
22313.65,4.96E+02
22316.988,2.43E-02
22323.08,2.87E-08
22330.701,2.87E-08
22338.455,3.73E-02
22345.152,3.73E-02
22441.668,1.73E-04
22443.291,1.73E-04
22455.221,6.10E-04
22458.996,6.10E-04
22459.926,1.14E+02
22460.602,1.14E+02
22516.727,2.39E+02
22519.211,2.39E+02
22618.535,2.81E-03
22623.441,2.81E-03
22627.418,1.95E-05
22629.539,1.95E-05
22640.459,6.35E-05
22642.17,4.22E-03
22644.961,6.35E-05
22649.895,4.22E-03
22689.822,4.81E+01
